name,nationality,sex,height,sport,gold,silver,bronze
Manueli Tulo,FIJ,male,1.51,weightlifting,0,0,0
Manuella Lyrio,BRA,female,1.63,aquatics,0,0,0
Maor Tiyouri,ISR,female,1.48,athletics,0,0,0
Maoulida Daroueche,COM,male,1.77,athletics,0,0,0
Mara Abbott,USA,female,1.63,cycling,0,0,0
Marc Lopez,ESP,male,1.74,tennis,1,0,0
Marc Minguell Alferez,ESP,male,1.85,aquatics,0,0,0
Marc Mundell,RSA,male,1.89,athletics,0,0,0
Marc Odenthal,GER,male,1.80,judo,0,0,0
Marc Roca Barcelo,ESP,male,1.88,aquatics,0,0,0
Marc Salles,ESP,male,1.70,hockey,0,0,0
Marc Sanchez Torrens,ESP,male,1.88,aquatics,0,0,0
Marc Zwiebler,GER,male,1.81,badminton,0,0,0
Marc-Antoine Olivier,FRA,male,1.83,aquatics,0,0,1
Marcel Hacker,GER,male,1.96,rowing,0,0,0
Marcel Lomnicky,SVK,male,1.77,athletics,0,0,0
Marcel Nguyen,GER,male,1.62,gymnastics,0,0,0
Marcela Krinke Susmelj,SUI,female,1.75,equestrian,0,0,0
Marcela Maric,CRO,female,1.58,aquatics,0,0,0
Marcelinho Huertas,BRA,male,1.91,basketball,0,0,0
Marcello Miani,ITA,male,1.83,rowing,0,0,0
Marcelo Aguirre,PAR,male,1.74,table tennis,0,0,0
Marcelo Alberto Acosta Jimenez,ESA,male,,aquatics,0,0,0
Marcelo Chierighini,BRA,male,1.90,aquatics,0,0,0
Marcelo Espinal,HON,male,1.75,football,0,0,0
Marcelo Melo,BRA,male,2.00,tennis,0,0,0
Marcelo Pereira,HON,male,1.81,football,0,0,0
Marcia Vidiaux,CUB,female,1.43,gymnastics,0,0,0
Marcin Brzezinski,POL,male,1.94,rowing,0,0,0
Marcin Krukowski,POL,male,1.85,athletics,0,0,0
Marcin Lewandowski,POL,male,1.79,athletics,0,0,0
Marcin Matkowski,POL,male,1.85,tennis,0,0,0
Marcin Pochwala,POL,male,1.82,canoe,0,0,0
Marcin Stolarski,POL,male,1.87,aquatics,0,0,0
Marcio Appel,BRA,male,1.72,equestrian,0,0,0
Marcio Carvalho Jorge,BRA,male,1.86,equestrian,0,0,0
Marcio Teles,BRA,male,1.80,athletics,0,0,0
Marco Antonio Rodriguez,BOL,male,1.80,athletics,0,0,0
Marco Aurelio Fontana,ITA,male,1.72,cycling,0,0,0
Marco Belotti,ITA,male,1.84,aquatics,0,0,0
Marco Bueno,MEX,male,1.82,football,0,0,0
Marco DI COSTANZO,ITA,male,1.84,rowing,0,0,1
Marco Fichera,ITA,male,1.80,fencing,0,1,0
Marco Galiazzo,ITA,male,1.78,archery,0,0,0
Marco Grael,BRA,male,1.81,sailing,0,0,0
Marco Grimalt,CHI,male,1.96,volleyball,0,0,0
Marco Innocenti,ITA,male,1.78,shooting,0,1,0
Marco Koch,GER,male,1.85,aquatics,0,0,0
Marco Lingua,ITA,male,1.77,athletics,0,0,0
Marco Orsi,ITA,male,1.89,aquatics,0,0,0
Marco de Luca,ITA,male,1.88,athletics,0,0,0
Marco de Nicolo,ITA,male,1.80,shooting,0,0,0
Marco del Lungo,ITA,male,1.90,aquatics,0,0,1
Marcos Delia,ARG,male,2.09,basketball,0,0,0
Marcos Freitas,POR,male,1.80,table tennis,0,0,0
Marcos Macedo,BRA,male,1.89,aquatics,0,0,0
Marcos Madrid,MEX,male,1.80,table tennis,0,0,0
Marcos Pasin,BRA,male,1.73,hockey,0,0,0
Marcos Poggi,ESP,male,1.82,rugby sevens,0,0,0
Marcos Pulido Rodriguez,MEX,male,1.79,canoe,0,0,0
Marcus Child,NZL,male,1.82,hockey,0,0,0
Marcus D'almeida,BRA,male,1.83,archery,0,0,0
Marcus Daniell,NZL,male,1.90,tennis,0,0,0
Marcus Duncan,TTO,male,1.77,athletics,0,0,0
Marcus Ellis,GBR,male,1.75,badminton,0,0,1
Marcus Fraser,AUS,male,1.83,golf,0,0,0
Marcus Gross,GER,male,1.82,canoe,2,0,0
Marcus Mepstead,GBR,male,1.83,fencing,0,0,0
Marcus Nyman,SWE,male,1.89,judo,0,0,0
Marcus Svensson,SWE,male,1.76,shooting,0,1,0
Marcus Vinicius Marquinhos,BRA,male,2.07,basketball,0,0,0
Marcus Walz,ESP,male,1.84,canoe,1,0,0
Marcus Watson,GBR,male,1.77,rugby sevens,0,1,0
Mare Dibaba,ETH,female,1.56,athletics,0,0,1
Mareen Kraeh,GER,female,1.61,judo,0,0,0
Mareike Adams,GER,female,1.74,rowing,0,0,0
Marek Sindler,CZE,male,1.86,canoe,0,0,0
Mareks Arents,LAT,male,1.90,athletics,0,0,0
Marestella Sunang,PHI,female,1.57,athletics,0,0,0
Maret Balkestein-Grothues,NED,female,1.80,volleyball,0,0,0
Margaret Adeoye,GBR,female,1.74,athletics,0,0,0
Margaret Bamgbose,NGR,female,1.71,athletics,0,0,0
Margaret Nyairera Wambui,KEN,female,,athletics,0,0,1
Margarita Hernandez,MEX,female,1.50,athletics,0,0,0
Margarita Mamun,RUS,female,1.70,gymnastics,1,0,0
Margarita Mukasheva,KAZ,female,1.65,athletics,0,0,0
Margarita Yelisseyeva,KAZ,female,1.50,weightlifting,0,0,0
Margaux Chretien,FRA,female,1.72,aquatics,0,0,0
Margaux Fabre,FRA,female,1.73,aquatics,0,0,0
Margaux Isaksen,USA,female,1.78,modern pentathlon,0,0,0
Margherita Magnani,ITA,female,1.60,athletics,0,0,0
Margherita Panziera,ITA,female,1.80,aquatics,0,0,0
Margit Vanek,HUN,female,1.78,triathlon,0,0,0
Margot van Geffen,NED,female,1.72,hockey,0,1,0
Margret Hassan,SSD,female,1.60,athletics,0,0,0
Marharyta Makhneva,BLR,female,1.81,canoe,0,0,1
Marhinde Verkerk,NED,female,1.72,judo,0,0,0
Mari Molid,NOR,female,1.78,handball,0,0,1
Mari Rabie,RSA,female,1.71,triathlon,0,0,0
Maria Alexandra Escobar Guerrero,ECU,female,1.61,weightlifting,0,0,0
Maria Andrade,CPV,female,1.69,taekwondo,0,0,0
Maria Andrejczyk,POL,female,1.74,athletics,0,0,0
Maria Barrionuevo,ARG,female,1.71,hockey,0,0,0
Maria Belen Perez Maurice,ARG,female,1.80,fencing,0,0,0
Maria Belimpasaki,GRE,female,1.75,athletics,0,0,0
Maria Bernabeu,ESP,female,1.70,judo,0,0,0
Maria Bernard,CAN,female,1.65,athletics,0,0,0
Maria Borisova,RUS,female,1.84,aquatics,0,0,1
Maria Branz,ARG,female,1.70,sailing,0,0,0
Maria Bruno,BRA,female,1.60,aquatics,0,0,0
Maria Camila Lopera Valle,COL,female,1.54,rugby sevens,0,0,0
Maria Campoy,ARG,female,1.58,hockey,0,0,0
Maria Casado,ESP,female,1.67,rugby sevens,0,0,0
Maria Clara Lobo,BRA,female,1.67,aquatics,0,0,0
Maria Czakova,SVK,female,1.66,athletics,0,0,0
Maria Dolgikh,RUS,female,1.76,table tennis,0,0,0
Maria Eduarda Miccuci,BRA,female,1.67,aquatics,0,0,0
Maria Elena Calle,ECU,female,1.62,athletics,0,0,0
Maria Elisabetta Marconi,ITA,female,1.59,aquatics,0,0,0
Maria Enrica Spacca,ITA,female,1.64,athletics,0,0,0
Maria Erdi,HUN,female,1.75,sailing,0,0,0
Maria Far,PAN,female,1.63,aquatics,0,0,0
Maria Fernanda Valdes Paris,CHI,female,1.61,weightlifting,0,0,0
Maria Gabriela Diaz,ARG,female,1.60,cycling,0,0,0
Maria Galikova,SVK,female,1.61,athletics,0,0,0
Maria Granatto,ARG,female,1.58,hockey,0,0,0
Maria Guadalupe Gonzalez,MEX,female,1.62,athletics,0,1,0
Maria Guadalupe Sanchez,MEX,female,1.65,athletics,0,0,0
Maria Jose Acosta Acosta,VEN,female,1.72,wrestling,0,0,0
Maria Kadobina,BLR,female,1.74,gymnastics,0,0,0
Maria Kurjo,GER,female,1.58,aquatics,0,0,0
Maria Leonor Tavares,POR,female,1.65,athletics,0,0,0
Maria Lopez,ESP,female,1.70,hockey,0,0,0
Maria Lopez de Equilaz,ESP,female,1.64,hockey,0,0,0
Maria Michta-Coffey,USA,female,1.66,athletics,0,0,0
Maria Mollestad,NOR,female,,sailing,0,0,0
Maria Mutio,ARG,female,1.71,hockey,0,0,0
Maria Natalia Londa,INA,female,1.65,athletics,0,0,0
Maria Ortiz,ARG,female,1.62,hockey,0,0,0
Maria Paseka,RUS,female,1.61,gymnastics,0,2,0
Maria Peralta,ARG,female,1.67,athletics,0,0,0
Maria Perez,PUR,female,1.67,judo,0,0,0
Maria Portela,BRA,female,1.58,judo,0,0,0
Maria Prevolaraki,GRE,female,1.63,wrestling,0,0,0
Maria Ribera,ESP,female,1.72,rugby sevens,0,0,0
Maria Romanjuk,EST,female,1.69,aquatics,0,0,0
Maria Ruiz,ESP,female,1.69,hockey,0,0,0
Maria Selmaier,GER,female,1.75,wrestling,0,0,0
Maria Springwald,POL,female,1.74,rowing,0,0,1
Maria Suelen Altheman,BRA,female,1.75,judo,0,0,0
Maria Tejerina Mackern,ARG,female,1.69,sailing,0,0,0
Maria Tolkacheva,RUS,female,1.76,gymnastics,1,0,0
Maria Ugolkova,SUI,female,1.73,aquatics,0,0,0
Maria Ulitina,UKR,female,1.78,badminton,0,0,0
Maria Verchenova,RUS,female,1.74,golf,0,0,0
Maria Verschoor,NED,female,1.64,hockey,0,1,0
Maria Vilas Vidal,ESP,female,1.68,aquatics,0,0,0
Maria Wierzbowska,POL,female,1.74,rowing,0,0,0
Maria del Mar Jover,ESP,female,1.67,athletics,0,0,0
Maria del Pilar Pena Carrasco,ESP,female,1.74,aquatics,0,0,0
Maria del Rosario Espinoza Espinoza,MEX,female,1.73,taekwondo,0,1,0
Mariabenedicta Chigbolu,ITA,female,1.72,athletics,0,0,0
Mariafe Artacho del Solar,AUS,female,1.74,volleyball,0,0,0
Mariah Williams,AUS,female,1.68,hockey,0,0,0
Mariajo Uribe,COL,female,1.68,golf,0,0,0
Mariam Kromah,LBR,female,,athletics,0,0,0
Mariama Djoulde Sow,GUI,female,1.65,aquatics,0,0,0
Mariama Mamoudou,NIG,female,1.69,athletics,0,0,0
Marian Dragulescu,ROU,male,1.63,gymnastics,0,0,0
Marian Kovacocy,SVK,male,1.80,shooting,0,0,0
Marian Oprea,ROU,male,1.91,athletics,0,0,0
Marian Urdabayeva,KAZ,female,1.70,judo,0,0,0
Mariana Cherdivara Esanu,MDA,female,1.60,wrestling,0,0,0
Mariana Cress,MHL,female,1.58,athletics,0,0,0
Mariana Duarte,BRA,female,1.70,aquatics,0,0,0
Mariana Duque-Marino,COL,female,1.69,tennis,0,0,0
Mariana Foglia Costa,URU,female,1.73,sailing,0,0,0
Mariana Pajon,COL,female,1.58,cycling,1,0,0
Mariana Ramalho,BRA,female,,rugby sevens,0,0,0
Mariana Sahakian,LIB,female,1.55,table tennis,0,0,0
Mariana Silva,BRA,female,1.73,judo,0,0,0
Mariangela Perrupato,ITA,female,1.73,aquatics,0,0,0
Marianna Sastin,HUN,female,1.61,wrestling,0,0,0
Marianna Tolo,AUS,female,1.96,basketball,0,0,0
Marianne Skarpnord,NOR,female,,golf,0,0,0
Marianne Vos,NED,female,1.69,cycling,0,0,0
Mariano Canepa,ARG,male,1.85,handball,0,0,0
Mariano Mastromarino,ARG,male,1.69,athletics,0,0,0
Maricet Espinosa,CUB,female,1.63,judo,0,0,0
Marie Gayot,FRA,female,1.71,athletics,0,0,0
Marie Laura Meza,CRC,female,1.63,aquatics,0,0,0
Marie Laure Delie,FRA,female,1.72,football,0,0,0
Marie Le Nepvou,FRA,female,1.81,rowing,0,0,0
Marie Mavers,GER,female,1.70,hockey,0,0,1
Marie Prouvensier,FRA,female,1.65,handball,0,1,0
Marie Riou,FRA,female,1.71,sailing,0,0,0
Marie Wattel,FRA,female,1.81,aquatics,0,0,0
Marie Yamaguchi,JPN,female,1.59,rugby sevens,0,0,0
Marie-Catherine Arnold,GER,female,1.75,rowing,0,0,0
Marie-Eve Beauchemin-Nadeau,CAN,female,1.66,weightlifting,0,0,0
Marie-Eve Nault,CAN,female,1.70,football,0,0,0
Marie-Florence Candassamy,FRA,female,1.85,fencing,0,0,0
Marie-Josee Ta Lou,CIV,female,1.59,athletics,0,0,0
Marie-Laurence Jungfleisch,GER,female,1.82,athletics,0,0,0
Marie-Louise Drager,GER,female,1.70,rowing,0,0,0
Marie-Sadio Rosche,SEN,female,1.90,basketball,0,0,0
Marie-Zelia Lafont,FRA,female,1.71,canoe,0,0,0
Mariel Zagunis,USA,female,1.73,fencing,0,0,1
Marielle Amant,FRA,female,1.90,basketball,0,0,0
Marielle Hall,USA,female,1.61,athletics,0,0,0
Mariely Sanchez,DOM,female,1.61,athletics,0,0,0
Mariia Shorets,RUS,female,1.66,triathlon,0,0,0
Mariia Shurochkina,RUS,female,1.64,aquatics,1,0,0
Marija Jovanovic,MNE,female,1.81,handball,0,0,0
Marija Marovic,CRO,female,1.75,shooting,0,0,0
Marija Vrajic,CRO,female,1.69,athletics,0,0,0
Marije van Hunenstijn,NED,female,1.74,athletics,0,0,0
Marika Popowicz-Drapala,POL,female,1.64,athletics,0,0,0
Marilson dos Santos,BRA,male,1.74,athletics,0,0,0
Marily dos Santos,BRA,female,1.58,athletics,0,0,0
Marin Cilic,CRO,male,1.98,tennis,0,0,0
Marin Draganja,CRO,male,1.86,tennis,0,0,0
Marina Aframeeva,RUS,female,1.71,equestrian,0,0,0
Marina Alabau Neira,ESP,female,1.64,sailing,0,0,0
Marina Arzamasova,BLR,female,1.73,athletics,0,0,0
Marina Bravo,ESP,female,1.73,rugby sevens,0,0,0
Marina Canetta,BRA,female,1.62,archery,0,0,0
Marina Canetti,BRA,female,1.69,aquatics,0,0,0
Marina Durunda,AZE,female,1.70,gymnastics,0,0,0
Marina Hmelevskaya,UZB,female,1.65,athletics,0,0,0
Marina Marghieva-Nikisenko,MDA,female,1.86,athletics,0,0,0
Marina Rajcic,MNE,female,1.75,handball,0,0,0
Marina Sudakova,RUS,female,1.65,handball,1,0,0
Marina Toribiong,PLW,female,1.53,canoe,0,0,0
Marina Zablith,BRA,female,1.80,aquatics,0,0,0
Marina de la Caridad Rodriguez Mitjan,CUB,female,1.55,weightlifting,0,0,0
Marine Boyer,FRA,female,1.60,gymnastics,0,0,0
Marine Brevet,FRA,female,1.60,gymnastics,0,0,0
Marine Johannes,FRA,female,1.77,basketball,0,0,0
Marine Jurbert,FRA,female,1.64,gymnastics,0,0,0
Mario Alfonso Bran,GUA,male,1.68,athletics,0,0,0
Mario Fernandez,ESP,male,1.80,hockey,0,0,0
Mario Gyr,SUI,male,1.87,rowing,1,0,0
Mario Hezonja,CRO,male,2.03,basketball,0,0,0
Mario Jose dos Santos Jr,BRA,male,1.71,athletics,0,0,0
Mario Leitner,AUT,male,1.77,canoe,0,0,0
Mario Luis Rivera Sanchez,CUB,male,1.80,volleyball,0,0,0
Mario Mola,ESP,male,1.78,triathlon,0,0,0
Mario Paonessa,ITA,male,1.90,rowing,0,0,0
Mario Todorovic,CRO,male,1.85,aquatics,0,0,0
Marion Lepert,USA,female,1.78,sailing,0,0,0
Marios Georgiou,CYP,male,1.67,gymnastics,0,0,0
Maris Strombergs,LAT,male,1.86,cycling,0,0,0
Marisa Dick,TTO,female,1.53,gymnastics,0,0,0
Marisa Lavanchy,SUI,female,1.70,athletics,0,0,0
Marisol Carratu,ARG,female,1.74,handball,0,0,0
Marisol Romero,MEX,female,1.55,athletics,0,0,0
Marissa Kurtimah,CAN,female,1.57,athletics,0,0,0
Marit Bouwmeester,NED,female,1.77,sailing,1,0,0
Marit Malm Frafjord,NOR,female,1.82,handball,0,0,1
Maritza Guaman,ECU,female,1.55,athletics,0,0,0
Maritza Poncio,GUA,female,1.58,athletics,0,0,0
Marius Cocioran,ROU,male,1.73,athletics,0,0,0
Marius Cozmiuc,ROU,male,1.97,rowing,0,0,0
Marius Grigonis,LTU,male,1.98,basketball,0,0,0
Marius Ionescu,ROU,male,1.70,athletics,0,0,0
Marius Radu,ROU,male,1.94,aquatics,0,0,0
Marius Savelskis,LTU,male,1.79,athletics,0,0,0
Marius Ziukas,LTU,male,1.85,athletics,0,0,0
Mariusz Jurkiewicz,POL,male,1.99,handball,0,0,0
Mariusz Prudel,POL,male,1.92,volleyball,0,0,0
Mariya Dmitriyenko,KAZ,female,1.67,shooting,0,0,0
Mariya Korobitskaya,KGZ,female,1.55,athletics,0,0,0
Mariya Koroleva,USA,female,1.66,aquatics,0,0,0
Mariya Povkh,UKR,female,1.66,canoe,0,0,0
Mariya Ryemyen,UKR,female,1.71,athletics,0,0,0
Mariya Shatalova,UKR,female,1.69,athletics,0,0,0
Mariya Stadnik,AZE,female,1.57,wrestling,0,1,0
Mariya Telushkina,KAZ,female,1.78,athletics,0,0,0
Marjorie Mayans,FRA,female,1.71,rugby sevens,0,0,0
Marjory Nyaumwe,ZIM,female,1.58,football,0,0,0
Mark Aldred,GBR,male,1.88,rowing,0,0,0
Mark Bennett,GBR,male,1.83,rugby sevens,0,1,0
Mark Cavendish,GBR,male,1.75,cycling,0,1,0
Mark Dry,GBR,male,1.84,athletics,0,0,0
Mark English,IRL,male,1.87,athletics,0,0,0
Mark Gleghorne,GBR,male,1.80,hockey,0,0,0
Mark Knowles,AUS,male,1.83,hockey,0,0,0
Mark Kyle,IRL,male,1.83,equestrian,0,0,0
Mark Oldershaw,CAN,male,1.86,canoe,0,0,0
Mark Overgaard Madsen,DEN,male,1.77,wrestling,0,1,0
Mark Papp,HUN,male,1.85,aquatics,0,0,0
Mark Pearson,CAN,male,1.81,hockey,0,0,0
Mark Robertson,GBR,male,1.89,rugby sevens,0,1,0
Mark Todd,NZL,male,1.90,equestrian,0,0,0
Mark de Jonge,CAN,male,1.80,canoe,0,0,0
Markel Alberdi Sarobe,ESP,male,1.87,aquatics,0,0,0
Marketa Slukova,CZE,female,1.80,volleyball,0,0,0
Marko Arapovic,CRO,male,2.07,basketball,0,0,0
Marko Bagaric,QAT,male,2.01,handball,0,0,0
Marko Bezjak,SLO,male,1.84,handball,0,0,0
Marko Bijac,CRO,male,2.01,aquatics,0,1,0
Marko Blazhevski,MKD,male,1.81,aquatics,0,0,0
Marko Carrillo,PER,male,1.84,shooting,0,0,0
Marko Kopljar,CRO,male,2.10,handball,0,0,0
Marko Macan,CRO,male,1.96,aquatics,0,1,0
Marko Mamic,CRO,male,2.02,handball,0,0,0
Marko Marjanovic,SRB,male,1.93,rowing,0,0,0
Marko Novakovic,SRB,male,1.86,canoe,0,0,0
Marko Simonovic,SRB,male,2.03,basketball,0,1,0
Marko Tomicevic,SRB,male,1.74,canoe,0,1,0
Markus Bockermann,GER,male,1.99,volleyball,0,0,0
Markus Thormeyer,CAN,male,1.95,aquatics,0,0,0
Marleen van Iersel,NED,female,1.78,volleyball,0,0,0
Marlene Steinherr,GER,female,1.74,sailing,0,0,0
Marlies Mejias Garcia,CUB,female,1.68,cycling,0,0,0
Marlo Javier Delgado,ECU,male,1.84,boxing,0,0,0
Marloes Keetels,NED,female,1.72,hockey,0,1,0
Marlon Acacio,MOZ,male,1.80,judo,0,0,0
Maro Jokovic,CRO,male,2.03,aquatics,0,1,0
Marouan Chouiref,TUN,male,1.95,handball,0,0,0
Marouen Maggaiz,TUN,male,1.92,handball,0,0,0
Maroussia Pare,FRA,female,1.63,athletics,0,0,0
Marquinhos,BRA,male,1.85,football,1,0,0
Marrit Steenbergen,NED,female,1.78,aquatics,0,0,0
Mart Seim,EST,male,1.85,weightlifting,0,0,0
Marta,BRA,female,1.62,football,0,0,0
Marta Bach Pascual,ESP,female,1.76,aquatics,0,0,0
Marta Baeza Centurion,BRA,female,1.64,fencing,0,0,0
Marta Gonzalez Crivillers,ESP,female,1.81,aquatics,0,0,0
Marta Kharitonova,RUS,female,1.67,canoe,0,0,0
Marta Lopez,ESP,female,1.68,handball,0,0,0
Marta Mangue,ESP,female,1.70,handball,0,0,0
Marta Menegatti,ITA,female,1.80,volleyball,0,0,0
Marta Milani,ITA,female,1.72,athletics,0,0,0
Marta Onofre,POR,female,1.70,athletics,0,0,0
Marta Pagnini,ITA,female,1.75,gymnastics,0,0,0
Marta Pen Freitas,POR,female,1.53,athletics,0,0,0
Marta Puda,POL,female,1.72,fencing,0,0,0
Marta Rostoburova,UZB,female,1.63,gymnastics,0,0,0
Marta Walczykiewicz,POL,female,1.65,canoe,0,1,0
Marta Xargay,ESP,female,1.80,basketball,0,1,0
Marten van Riel,BEL,male,1.83,triathlon,0,0,0
Martha Bayona Pineda,COL,female,1.55,cycling,0,0,0
Martha McCabe,CAN,female,1.68,aquatics,0,0,0
Marthe Koala,BUR,female,1.77,athletics,0,0,0
Marti Malloy,USA,female,1.61,judo,0,0,0
Martin Allikvee,EST,male,1.82,aquatics,0,0,0
Martin Andres Melconian Alvez,URU,male,1.83,aquatics,0,0,0
Martin Bau,SLO,male,1.82,aquatics,0,0,0
Martin Benitez,ARG,male,1.75,football,0,0,0
Martin Esteban Cuestas,URU,male,1.82,athletics,0,0,0
Martin Fuchs,SUI,male,1.84,equestrian,0,0,0
Martin Fuksa,CZE,male,1.80,canoe,0,0,0
Martin Giuffre,CAN,male,1.85,badminton,0,0,0
Martin Haner,GER,male,1.84,hockey,0,0,1
Martin Iosefo,USA,male,1.87,rugby sevens,0,0,0
Martin Kaymer,GER,male,1.84,golf,0,0,0
Martin Kucera,SVK,male,1.93,athletics,0,0,0
Martin Kupper,EST,male,1.98,athletics,0,0,0
Martin Marinov,AUS,male,1.78,canoe,0,0,0
Martin Michel,BOL,male,1.90,judo,0,0,0
Martin Naidich,ARG,male,1.85,aquatics,0,0,0
Martin Pacek,SWE,male,1.97,judo,0,0,0
Martin Ramos,ARG,male,1.97,volleyball,0,0,0
Martin Sauer,GER,male,1.69,rowing,0,1,0
Martin Schaefer,BRA,male,1.83,rugby sevens,0,0,0
Martin Sinkovic,CRO,male,1.88,rowing,1,0,0
Martin Strobel,GER,male,1.89,handball,0,0,1
Martin Tistan,SVK,male,1.73,athletics,0,0,0
Martin Wolfram,GER,male,1.64,aquatics,0,0,0
Martin Zwicker,GER,male,1.75,hockey,0,0,1
Martina Carraro,ITA,female,1.75,aquatics,0,0,0
Martina Cavallero,ARG,female,1.63,hockey,0,0,0
Martina Centofanti,ITA,female,1.70,gymnastics,0,0,0
Martina Guiggi,ITA,female,1.87,volleyball,0,0,0
Martina Hingis,SUI,female,1.70,tennis,0,1,0
Martina Hrasnova,SVK,female,1.77,athletics,0,0,0
Martina Kohlova,SVK,female,1.69,canoe,0,0,0
Martina Moravcikova,CZE,female,1.74,aquatics,0,0,0
Martina Ratej,SLO,female,1.78,athletics,0,0,0
Martina Ritter,AUT,female,1.74,cycling,0,0,0
Martina Rizzelli,ITA,female,1.53,gymnastics,0,0,0
Martina Strutz,GER,female,1.59,athletics,0,0,0
Martina de Memme,ITA,female,1.75,aquatics,0,0,0
Martina van Berkel,SUI,female,1.66,aquatics,0,0,0
Martine Grael,BRA,female,1.68,sailing,1,0,0
Martine Smeets,NED,female,1.72,handball,0,0,0
Martino Goretti,ITA,male,1.86,rowing,0,0,0
Marton Szivos,HUN,male,1.92,aquatics,0,0,0
Marton Vamos,HUN,male,2.02,aquatics,0,0,0
Marty McDowell,NZL,male,1.84,canoe,0,0,0
Martyn Rooney,GBR,male,1.98,athletics,0,0,0
Martyna Dabrowska,POL,female,1.76,athletics,0,0,0
Martyna Mikolajczak,POL,female,,rowing,0,0,0
Martyna Trajdos,GER,female,1.71,judo,0,0,0
Martynas Dziaugys,LTU,male,1.89,rowing,0,0,0
Maru Teferi,ISR,male,1.64,athletics,0,0,0
Marusa Cernjul,SLO,female,1.77,athletics,0,0,0
Marvin Bracy,USA,male,1.76,athletics,0,0,0
Marvin Rene,FRA,male,1.77,athletics,0,0,0
Marwa Amri,TUN,female,1.60,wrestling,0,0,1
Marwan Ahmed Aly Morsy Elamrawy,EGY,male,1.94,aquatics,0,0,0
Marwan Elkamash,EGY,male,1.83,aquatics,0,0,0
Mary Hanna,AUS,female,1.73,equestrian,0,0,0
Mary Joy Tabal,PHI,female,1.49,athletics,0,0,0
Mary Opeloge,SAM,female,1.52,weightlifting,0,0,0
Maryam Usman,NGR,female,1.66,weightlifting,0,0,0
Maryan Muse,SOM,female,,athletics,0,0,0
Maryia Filonchyk,BLR,female,1.89,basketball,0,0,0
Maryia Katsiak,BLR,female,1.67,gymnastics,0,0,0
Maryia Mamashuk,BLR,female,1.63,wrestling,0,1,0
Maryia Papova,BLR,female,1.89,basketball,0,0,0
Maryna Bekh,UKR,female,1.74,athletics,0,0,0
Maryna Cherniak,UKR,female,1.62,judo,0,0,0
Maryna Damantsevich,BLR,female,1.62,athletics,0,0,0
Maryna Kylypko,UKR,female,1.64,athletics,0,0,0
Maryna Litvinchuk,BLR,female,1.78,canoe,0,0,1
Marzia Caravelli,ITA,female,1.77,athletics,0,0,0
Masakatsu Hikosaka,JPN,male,1.77,rugby sevens,0,0,0
Masaki Ito,JPN,male,1.67,gymnastics,0,0,0
Masaki Kaneko,JPN,male,1.81,aquatics,0,0,0
Masanao Takahashi,JPN,male,1.70,equestrian,0,0,0
Masashi Ebinuma,JPN,male,1.70,judo,0,0,1
Masashi Kamekawa,JPN,male,1.77,football,0,0,0
Masato Sakai,JPN,male,1.81,aquatics,0,1,0
Masatoshi Kushibiki,JPN,male,1.86,football,0,0,0
Masbah Ahmmed,BAN,male,,athletics,0,0,0
Mashu Baker,JPN,male,1.78,judo,1,0,0
Mason Finley,USA,male,2.04,athletics,0,0,0
Massimo Colaci,ITA,male,1.80,volleyball,0,1,0
Massimo Fabbrizi,ITA,male,1.77,shooting,0,0,0
Mate Helebrandt,HUN,male,1.74,athletics,0,0,0
Matea Matosevic,CRO,female,1.73,athletics,0,0,0
Matea Samardzic,CRO,female,1.77,aquatics,0,0,0
Matej Benus,SVK,male,1.96,canoe,0,1,0
Matej Gaber,SLO,male,1.97,handball,0,0,0
Matej Mohoric,SLO,male,1.85,cycling,0,0,0
Matej Toth,SVK,male,1.85,athletics,1,0,0
Mateja Simic,SLO,female,1.69,triathlon,0,0,0
Matelita Buadromo,FIJ,female,,aquatics,0,0,0
Mateo Sanz Lanz,SUI,male,1.72,sailing,0,0,0
Mateus Filipe Gregorio Machado,BRA,male,1.85,weightlifting,0,0,0
Mateusz Bieniek,POL,male,2.10,volleyball,0,0,0
Mateusz Biskup,POL,male,1.90,rowing,0,0,0
Mateusz Jachlewski,POL,male,1.84,handball,0,0,0
Mateusz Kaminski,POL,male,1.89,canoe,0,0,0
Mateusz Kus,POL,male,2.00,handball,0,0,0
Mateusz Mika,POL,male,2.06,volleyball,0,0,0
Mateusz Przybylko,GER,male,1.95,athletics,0,0,0
Mateusz Sawrymowicz,POL,male,1.85,aquatics,0,0,0
Mateusz Wilangowski,POL,male,1.95,rowing,0,0,0
Matevz Skok,SLO,male,1.88,handball,0,0,0
Matheus Borges,BRA,male,1.76,hockey,0,0,0
Matheus Santana,BRA,male,1.91,aquatics,0,0,0
Mathew Belcher,AUS,male,1.73,sailing,0,1,0
Mathews Punza,ZAM,male,1.70,judo,0,0,0
Mathias Boe,DEN,male,1.85,badminton,0,0,0
Mathias Fluckiger,SUI,male,1.72,cycling,0,0,0
Mathias Hebo Rasmussen,DEN,male,1.90,football,0,0,0
Mathias Muller,GER,male,1.87,hockey,0,0,1
Mathias Tulyoongeleni Hamunyela,NAM,male,1.60,boxing,0,0,0
Mathieu Albert Daniel Bauderlique,FRA,male,1.85,boxing,0,0,1
Mathieu Bilodeau,CAN,male,1.85,athletics,0,0,0
Mathieu Grebille,FRA,male,1.98,handball,0,1,0
Mathieu Lemoine,FRA,male,1.76,equestrian,1,0,0
